CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation
10742	10742	0.0	1.0	1.0	1.0	-1	
7018	7018	0.0	1.0	1.0	1.0	-1	
8403	8403	0.0	1.0	1.0	1.0	-1	
6761	6761	0.0	1.0	1.0	1.0	-1	
7433	7433	0.0	1.0	1.0	1.0	-1	
7901	7901	0.0	1.0	1.0	1.0	-1	
9120	9120	0.0	1.0	1.0	1.0	-1	
4061	4061	0.0	1.0	1.0	1.0	-1	
10367	10367	0.0	1.0	1.0	1.0	-1	
11181	11181	0.0	1.0	1.0	1.0	-1	
8366	8366	0.0	1.0	1.0	1.0	-1	
7927	7927	0.0	1.0	1.0	1.0	-1	
443	443	0.0	1.0	1.0	1.0	-1	
9341	9341	0.0	1.0	1.0	1.0	-1	
553	553	0.0	1.0	1.0	1.0	-1	
13061	13061	0.0	1.0	1.0	1.0	-1	
7694	7694	0.0	1.0	1.0	1.0	-1	
1991	1991	0.0	1.0	1.0	1.0	-1	
4379	4379	0.0	1.0	1.0	1.0	-1	
9400	9400	0.0	1.0	1.0	1.0	-1	
12941	12941	0.0	1.0	1.0	1.0	-1	
13123	13123	0.0	1.0	1.0	1.0	-1	
1379	1379	0.0	1.0	1.0	1.0	-1	
2544	2544	0.0	1.0	1.0	1.0	-1	
837	837	0.0	1.0	1.0	1.0	-1	
4938	4938	0.0	1.0	1.0	1.0	-1	
12728	12728	0.0	1.0	1.0	1.0	-1	
8936	8936	0.0	1.0	1.0	1.0	-1	
5951	5951	0.0	1.0	1.0	1.0	-1	
6346	6346	0.0	1.0	1.0	1.0	-1	
5238	5238	0.0	1.0	1.0	1.0	-1	
7212	7212	0.0	1.0	1.0	1.0	-1	
5175	5175	0.0	1.0	1.0	1.0	-1	
13308	13308	0.0	1.0	1.0	1.0	-1	
8902	8902	0.0	1.0	1.0	1.0	-1	
13455	13455	0.0	1.0	1.0	1.0	-1	
2965	2965	0.0	1.0	1.0	1.0	-1	
199	199	0.0	1.0	1.0	1.0	-1	
8289	8289	0.0	1.0	1.0	1.0	-1	
12245	12245	0.0	1.0	1.0	1.0	-1	
8401	8401	0.0	1.0	1.0	1.0	-1	
10685	10685	0.0	1.0	1.0	1.0	-1	
10431	10431	0.0	1.0	1.0	1.0	-1	
9191	9191	0.0	1.0	1.0	1.0	-1	
9944	9944	0.0	1.0	1.0	1.0	-1	
10259	10259	0.0	1.0	1.0	1.0	-1	
9052	9052	0.0	1.0	1.0	1.0	-1	
2405	2405	0.0	1.0	1.0	1.0	-1	
4820	4820	0.0	1.0	1.0	1.0	-1	
12859	12859	0.0	1.0	1.0	1.0	-1	
9510	9510	0.0	1.0	1.0	1.0	-1	
5233	5233	0.0	1.0	1.0	1.0	-1	
6034	6034	0.0	1.0	1.0	1.0	-1	
8283	8283	0.0	1.0	1.0	1.0	-1	
9323	9323	0.0	1.0	1.0	1.0	-1	
13762	13762	0.0	1.0	1.0	1.0	-1	
10391	10391	0.0	1.0	1.0	1.0	-1	
11987	11987	0.0	1.0	1.0	1.0	-1	
11546	11546	0.0	1.0	1.0	1.0	-1	
1702	1702	0.0	1.0	1.0	1.0	-1	
444	444	0.0	1.0	1.0	1.0	-1	
670	670	0.0	1.0	1.0	1.0	-1	
315	315	0.0	1.0	1.0	1.0	-1	
6240	6240	0.0	1.0	1.0	1.0	-1	
439	439	0.0	1.0	1.0	1.0	-1	
558	558	0.0	1.0	1.0	1.0	-1	
11741	11741	0.0	1.0	1.0	1.0	-1	
1762	1762	0.0	1.0	1.0	1.0	-1	
2428	2428	0.0	1.0	1.0	1.0	-1	
10516	10516	0.0	1.0	1.0	1.0	-1	
2819	2819	0.0	1.0	1.0	1.0	-1	
3226	3226	0.0	1.0	1.0	1.0	-1	
4370	4370	0.0	1.0	1.0	1.0	-1	
3597	3597	0.0	1.0	1.0	1.0	-1	
5808	5808	0.0	1.0	1.0	1.0	-1	
8914	8914	0.0	1.0	1.0	1.0	-1	
8282	8282	0.0	1.0	1.0	1.0	-1	
12596	12596	0.0	1.0	1.0	1.0	-1	
13576	13576	0.0	1.0	1.0	1.0	-1	
8269	8269	0.0	1.0	1.0	1.0	-1	
842	842	0.0	1.0	1.0	1.0	-1	
3375	3375	0.0	1.0	1.0	1.0	-1	
6506	6506	0.0	1.0	1.0	1.0	-1	
8211	8211	0.0	1.0	1.0	1.0	-1	
798	798	0.0	1.0	1.0	1.0	-1	
5356	5356	0.0	1.0	1.0	1.0	-1	
948	948	0.0	1.0	1.0	1.0	-1	
8030	8030	0.0	1.0	1.0	1.0	-1	
9490	9490	0.0	1.0	1.0	1.0	-1	
8455	8455	0.0	1.0	1.0	1.0	-1	
11247	11247	0.0	1.0	1.0	1.0	-1	
10445	10445	0.0	1.0	1.0	1.0	-1	
9810	9810	0.0	1.0	1.0	1.0	-1	
13241	13241	0.0	1.0	1.0	1.0	-1	
7916	7916	0.0	1.0	1.0	1.0	-1	
215	215	0.0	1.0	1.0	1.0	-1	
9091	9091	0.0	1.0	1.0	1.0	-1	
5688	5688	0.0	1.0	1.0	1.0	-1	
13250	13250	0.0	1.0	1.0	1.0	-1	
4017	4017	0.0	1.0	1.0	1.0	-1	
4819	4819	0.0	1.0	1.0	1.0	-1	
5172	5172	0.0	1.0	1.0	1.0	-1	
655	655	0.0	1.0	1.0	1.0	-1	
737	737	0.0	1.0	1.0	1.0	-1	
1258	1258	0.0	1.0	1.0	1.0	-1	
8173	8173	0.0	1.0	1.0	1.0	-1	
8355	8355	0.0	1.0	1.0	1.0	-1	
8174	8174	0.0	1.0	1.0	1.0	-1	
10267	10267	0.0	1.0	1.0	1.0	-1	
9956	9956	0.0	1.0	1.0	1.0	-1	
1311	1311	0.0	1.0	1.0	1.0	-1	
4484	4484	0.0	1.0	1.0	1.0	-1	
3860	3860	0.0	1.0	1.0	1.0	-1	
8759	8759	0.0	1.0	1.0	1.0	-1	
8402	8402	0.0	1.0	1.0	1.0	-1	
9148	9148	0.0	1.0	1.0	1.0	-1	
10087	10087	0.0	1.0	1.0	1.0	-1	
830	830	0.0	1.0	1.0	1.0	-1	
4742	4742	0.0	1.0	1.0	1.0	-1	
4440	4440	0.0	1.0	1.0	1.0	-1	
5779	5779	0.0	1.0	1.0	1.0	-1	
628	628	0.0	1.0	1.0	1.0	-1	
776	776	0.0	1.0	1.0	1.0	-1	
8301	8301	0.0	1.0	1.0	1.0	-1	
11971	11971	0.0	1.0	1.0	1.0	-1	
14457	14457	0.0	1.0	1.0	1.0	-1	
9248	9248	0.0	1.0	1.0	1.0	-1	
512	512	0.0	1.0	1.0	1.0	-1	
9539	9539	0.0	1.0	1.0	1.0	-1	
3584	3584	0.0	1.0	1.0	1.0	-1	
9444	9444	0.0	1.0	1.0	1.0	-1	
4858	4858	0.0	1.0	1.0	1.0	-1	
4490	4490	0.0	1.0	1.0	1.0	-1	
5293	5293	0.0	1.0	1.0	1.0	-1	
11762	11762	0.0	1.0	1.0	1.0	-1	
11207	11207	0.0	1.0	1.0	1.0	-1	
8311	8311	0.0	1.0	1.0	1.0	-1	
11541	11541	0.0	1.0	1.0	1.0	-1	
7078	7078	0.0	1.0	1.0	1.0	-1	
12917	12917	0.0	1.0	1.0	1.0	-1	
11597	11597	0.0	1.0	1.0	1.0	-1	
14013	14013	0.0	1.0	1.0	1.0	-1	
964	964	0.0	1.0	1.0	1.0	-1	
8649	8649	0.0	1.0	1.0	1.0	-1	
13784	13784	0.0	1.0	1.0	1.0	-1	
14064	14064	0.0	1.0	1.0	1.0	-1	
12955	12955	0.0	1.0	1.0	1.0	-1	
9573	9573	0.0	1.0	1.0	1.0	-1	
2735	2735	0.0	1.0	1.0	1.0	-1	
1299	1299	0.0	1.0	1.0	1.0	-1	
6772	6772	0.0	1.0	1.0	1.0	-1	
4647	4647	0.0	1.0	1.0	1.0	-1	
6143	6143	0.0	1.0	1.0	1.0	-1	
5632	5632	0.0	1.0	1.0	1.0	-1	
7514	7514	0.0	1.0	1.0	1.0	-1	
5505	5505	0.0	1.0	1.0	1.0	-1	
4397	4397	0.0	1.0	1.0	1.0	-1	
14442	14442	0.0	1.0	1.0	1.0	-1	
12237	12237	0.0	1.0	1.0	1.0	-1	
11921	11921	0.0	1.0	1.0	1.0	-1	
12088	12088	0.0	1.0	1.0	1.0	-1	
11817	11817	0.0	1.0	1.0	1.0	-1	
8427	8427	0.0	1.0	1.0	1.0	-1	
12928	12928	0.0	1.0	1.0	1.0	-1	
8912	8912	0.0	1.0	1.0	1.0	-1	
12134	12134	0.0	1.0	1.0	1.0	-1	
10313	10313	0.0	1.0	1.0	1.0	-1	
10572	10572	0.0	1.0	1.0	1.0	-1	
11177	11177	0.0	1.0	1.0	1.0	-1	
816	816	0.0	1.0	1.0	1.0	-1	
2986	2986	0.0	1.0	1.0	1.0	-1	
9133	9133	0.0	1.0	1.0	1.0	-1	
3981	3981	0.0	1.0	1.0	1.0	-1	
5561	5561	0.0	1.0	1.0	1.0	-1	
4465	4465	0.0	1.0	1.0	1.0	-1	
5933	5933	0.0	1.0	1.0	1.0	-1	
4941	4941	0.0	1.0	1.0	1.0	-1	
10260	10260	0.0	1.0	1.0	1.0	-1	
4148	4148	0.0	1.0	1.0	1.0	-1	
5769	5769	0.0	1.0	1.0	1.0	-1	
9263	9263	0.0	1.0	1.0	1.0	-1	
7902	7902	0.0	1.0	1.0	1.0	-1	
9283	9283	0.0	1.0	1.0	1.0	-1	
11917	11917	0.0	1.0	1.0	1.0	-1	
10631	10631	0.0	1.0	1.0	1.0	-1	
9713	9713	0.0	1.0	1.0	1.0	-1	
829	829	0.0	1.0	1.0	1.0	-1	
960	960	0.0	1.0	1.0	1.0	-1	
6192	6192	0.0	1.0	1.0	1.0	-1	
8566	8566	0.0	1.0	1.0	1.0	-1	
8613	8613	0.0	1.0	1.0	1.0	-1	
6066	6066	0.0	1.0	1.0	1.0	-1	
9905	9905	0.0	1.0	1.0	1.0	-1	
5177	5177	0.0	1.0	1.0	1.0	-1	
14063	14063	0.0	1.0	1.0	1.0	-1	
13785	13785	0.0	1.0	1.0	1.0	-1	
14583	14583	0.0	1.0	1.0	1.0	-1	
12151	12151	0.0	1.0	1.0	1.0	-1	
2028	2028	0.0	1.0	1.0	1.0	-1	
978	978	0.0	1.0	1.0	1.0	-1	
1101	1101	0.0	1.0	1.0	1.0	-1	
12270	12270	0.0	1.0	1.0	1.0	-1	
9218	9218	0.0	1.0	1.0	1.0	-1	
10885	10885	0.0	1.0	1.0	1.0	-1	
10514	10514	0.0	1.0	1.0	1.0	-1	
4515	4515	0.0	1.0	1.0	1.0	-1	
1816	1816	0.0	1.0	1.0	1.0	-1	
2164	2164	0.0	1.0	1.0	1.0	-1	
5152	5152	0.0	1.0	1.0	1.0	-1	
358	358	0.0	1.0	1.0	1.0	-1	
5389	5389	0.0	1.0	1.0	1.0	-1	
9747	9747	0.0	1.0	1.0	1.0	-1	
10197	10197	0.0	1.0	1.0	1.0	-1	
12113	12113	0.0	1.0	1.0	1.0	-1	
9664	9664	0.0	1.0	1.0	1.0	-1	
11176	11176	0.0	1.0	1.0	1.0	-1	
12308	12308	0.0	1.0	1.0	1.0	-1	
10817	10817	0.0	1.0	1.0	1.0	-1	
13021	13021	0.0	1.0	1.0	1.0	-1	
10159	10159	0.0	1.0	1.0	1.0	-1	
11767	11767	0.0	1.0	1.0	1.0	-1	
833	833	0.0	1.0	1.0	1.0	-1	
1071	1071	0.0	1.0	1.0	1.0	-1	
9353	9353	0.0	1.0	1.0	1.0	-1	
4895	4895	0.0	1.0	1.0	1.0	-1	
5313	5313	0.0	1.0	1.0	1.0	-1	
10899	10899	0.0	1.0	1.0	1.0	-1	
4474	4474	0.0	1.0	1.0	1.0	-1	
1166	1166	0.0	1.0	1.0	1.0	-1	
6618	6618	0.0	1.0	1.0	1.0	-1	
9990	9990	0.0	1.0	1.0	1.0	-1	
9217	9217	0.0	1.0	1.0	1.0	-1	
14178	14178	0.0	1.0	1.0	1.0	-1	
755	755	0.0	1.0	1.0	1.0	-1	
1399	1399	0.0	1.0	1.0	1.0	-1	
10252	10252	0.0	1.0	1.0	1.0	-1	
10182	10182	0.0	1.0	1.0	1.0	-1	
698	698	0.0	1.0	1.0	1.0	-1	
955	955	0.0	1.0	1.0	1.0	-1	
7282	7282	0.0	1.0	1.0	1.0	-1	
7548	7548	0.0	1.0	1.0	1.0	-1	
5268	5268	0.0	1.0	1.0	1.0	-1	
2075	2075	0.0	1.0	1.0	1.0	-1	
6573	6573	0.0	1.0	1.0	1.0	-1	
12927	12927	0.0	1.0	1.0	1.0	-1	
13381	13381	0.0	1.0	1.0	1.0	-1	
820	820	0.0	1.0	1.0	1.0	-1	
9032	9032	0.0	1.0	1.0	1.0	-1	
4535	4535	0.0	1.0	1.0	1.0	-1	
4814	4814	0.0	1.0	1.0	1.0	-1	
9526	9526	0.0	1.0	1.0	1.0	-1	
11738	11738	0.0	1.0	1.0	1.0	-1	
366	366	0.0	1.0	1.0	1.0	-1	
6624	6624	0.0	1.0	1.0	1.0	-1	
12852	12852	0.0	1.0	1.0	1.0	-1	
13498	13498	0.0	1.0	1.0	1.0	-1	
13143	13143	0.0	1.0	1.0	1.0	-1	
14334	14334	0.0	1.0	1.0	1.0	-1	
13303	13303	0.0	1.0	1.0	1.0	-1	
723	723	0.0	1.0	1.0	1.0	-1	
264	264	0.0	1.0	1.0	1.0	-1	
9025	9025	0.0	1.0	1.0	1.0	-1	
4371	4371	0.0	1.0	1.0	1.0	-1	
13746	13746	0.0	1.0	1.0	1.0	-1	
14003	14003	0.0	1.0	1.0	1.0	-1	
13549	13549	0.0	1.0	1.0	1.0	-1	
1758	1758	0.0	1.0	1.0	1.0	-1	
10636	10636	0.0	1.0	1.0	1.0	-1	
3672	3672	0.0	1.0	1.0	1.0	-1	
4646	4646	0.0	1.0	1.0	1.0	-1	
12490	12490	0.0	1.0	1.0	1.0	-1	
7906	7906	0.0	1.0	1.0	1.0	-1	
9210	9210	0.0	1.0	1.0	1.0	-1	
9978	9978	0.0	1.0	1.0	1.0	-1	
11942	11942	0.0	1.0	1.0	1.0	-1	
1428	1428	0.0	1.0	1.0	1.0	-1	
320	320	0.0	1.0	1.0	1.0	-1	
10798	10798	0.0	1.0	1.0	1.0	-1	
13322	13322	0.0	1.0	1.0	1.0	-1	
13938	13938	0.0	1.0	1.0	1.0	-1	
9811	9811	0.0	1.0	1.0	1.0	-1	
11638	11638	0.0	1.0	1.0	1.0	-1	
12077	12077	0.0	1.0	1.0	1.0	-1	
10408	10408	0.0	1.0	1.0	1.0	-1	
1148	1148	0.0	1.0	1.0	1.0	-1	
1248	1248	0.0	1.0	1.0	1.0	-1	
462	462	0.0	1.0	1.0	1.0	-1	
3082	3082	0.0	1.0	1.0	1.0	-1	
8747	8747	0.0	1.0	1.0	1.0	-1	
13951	13951	0.0	1.0	1.0	1.0	-1	
4365	4365	0.0	1.0	1.0	1.0	-1	
5102	5102	0.0	1.0	1.0	1.0	-1	
5335	5335	0.0	1.0	1.0	1.0	-1	
5918	5918	0.0	1.0	1.0	1.0	-1	
6326	6326	0.0	1.0	1.0	1.0	-1	
10581	10581	0.0	1.0	1.0	1.0	-1	
13103	13103	0.0	1.0	1.0	1.0	-1	
13866	13866	0.0	1.0	1.0	1.0	-1	
9850	9850	0.0	1.0	1.0	1.0	-1	
10612	10612	0.0	1.0	1.0	1.0	-1	
8890	8890	0.0	1.0	1.0	1.0	-1	
2073	2073	0.0	1.0	1.0	1.0	-1	
6847	6847	0.0	1.0	1.0	1.0	-1	
6627	6627	0.0	1.0	1.0	1.0	-1	
7872	7872	0.0	1.0	1.0	1.0	-1	
14456	14456	0.0	1.0	1.0	1.0	-1	
12329	12329	0.0	1.0	1.0	1.0	-1	
9705	9705	0.0	1.0	1.0	1.0	-1	
9793	9793	0.0	1.0	1.0	1.0	-1	
64	64	0.0	1.0	1.0	1.0	-1	
325	325	0.0	1.0	1.0	1.0	-1	
5261	5261	0.0	1.0	1.0	1.0	-1	
5845	5845	0.0	1.0	1.0	1.0	-1	
4813	4813	0.0	1.0	1.0	1.0	-1	
11665	11665	0.0	1.0	1.0	1.0	-1	
14404	14404	0.0	1.0	1.0	1.0	-1	
3963	3963	0.0	1.0	1.0	1.0	-1	
12916	12916	0.0	1.0	1.0	1.0	-1	
11642	11642	0.0	1.0	1.0	1.0	-1	
14014	14014	0.0	1.0	1.0	1.0	-1	
11389	11389	0.0	1.0	1.0	1.0	-1	
13985	13985	0.0	1.0	1.0	1.0	-1	
12199	12199	0.0	1.0	1.0	1.0	-1	
1014	1014	0.0	1.0	1.0	1.0	-1	
4831	4831	0.0	1.0	1.0	1.0	-1	
5625	5625	0.0	1.0	1.0	1.0	-1	
7164	7164	0.0	1.0	1.0	1.0	-1	
4505	4505	0.0	1.0	1.0	1.0	-1	
11912	11912	0.0	1.0	1.0	1.0	-1	
6195	6195	0.0	1.0	1.0	1.0	-1	
7617	7617	0.0	1.0	1.0	1.0	-1	
5393	5393	0.0	1.0	1.0	1.0	-1	
7245	7245	0.0	1.0	1.0	1.0	-1	
3201	3201	0.0	1.0	1.0	1.0	-1	
7509	7509	0.0	1.0	1.0	1.0	-1	
8345	8345	0.0	1.0	1.0	1.0	-1	
12098	12098	0.0	1.0	1.0	1.0	-1	
8882	8882	0.0	1.0	1.0	1.0	-1	
6204	6204	0.0	1.0	1.0	1.0	-1	
13080	13080	0.0	1.0	1.0	1.0	-1	
9396	9396	0.0	1.0	1.0	1.0	-1	
9910	9910	0.0	1.0	1.0	1.0	-1	
8711	8711	0.0	1.0	1.0	1.0	-1	
13066	13066	0.0	1.0	1.0	1.0	-1	
1455	1455	0.0	1.0	1.0	1.0	-1	
7064	7064	0.0	1.0	1.0	1.0	-1	
7648	7648	0.0	1.0	1.0	1.0	-1	
7623	7623	0.0	1.0	1.0	1.0	-1	
7188	7188	0.0	1.0	1.0	1.0	-1	
9093	9093	0.0	1.0	1.0	1.0	-1	
7962	7962	0.0	1.0	1.0	1.0	-1	
4145	4145	0.0	1.0	1.0	1.0	-1	
4242	4242	0.0	1.0	1.0	1.0	-1	
14703	14703	0.0	1.0	1.0	1.0	-1	
8499	8499	0.0	1.0	1.0	1.0	-1	
4570	4570	0.0	1.0	1.0	1.0	-1	
10599	10599	0.0	1.0	1.0	1.0	-1	
11364	11364	0.0	1.0	1.0	1.0	-1	
10908	10908	0.0	1.0	1.0	1.0	-1	
3752	3752	0.0	1.0	1.0	1.0	-1	
6287	6287	0.0	1.0	1.0	1.0	-1	
8295	8295	0.0	1.0	1.0	1.0	-1	
1161	1161	0.0	1.0	1.0	1.0	-1	
8995	8995	0.0	1.0	1.0	1.0	-1	
1817	1817	0.0	1.0	1.0	1.0	-1	
840	840	0.0	1.0	1.0	1.0	-1	
13437	13437	0.0	1.0	1.0	1.0	-1	
14584	14584	0.0	1.0	1.0	1.0	-1	
12050	12050	0.0	1.0	1.0	1.0	-1	
14027	14027	0.0	1.0	1.0	1.0	-1	
10826	10826	0.0	1.0	1.0	1.0	-1	
4188	4188	0.0	1.0	1.0	1.0	-1	
6558	6558	0.0	1.0	1.0	1.0	-1	
12909	12909	0.0	1.0	1.0	1.0	-1	
12972	12972	0.0	1.0	1.0	1.0	-1	
2487	2487	0.0	1.0	1.0	1.0	-1	
7065	7065	0.0	1.0	1.0	1.0	-1	
9665	9665	0.0	1.0	1.0	1.0	-1	
9791	9791	0.0	1.0	1.0	1.0	-1	
7610	7610	0.0	1.0	1.0	1.0	-1	
6547	6547	0.0	1.0	1.0	1.0	-1	
13526	13526	0.0	1.0	1.0	1.0	-1	
6771	6771	0.0	1.0	1.0	1.0	-1	
12777	12777	0.0	1.0	1.0	1.0	-1	
11108	11108	0.0	1.0	1.0	1.0	-1	
10627	10627	0.0	1.0	1.0	1.0	-1	
10131	10131	0.0	1.0	1.0	1.0	-1	
10637	10637	0.0	1.0	1.0	1.0	-1	
5182	5182	0.0	1.0	1.0	1.0	-1	
5881	5881	0.0	1.0	1.0	1.0	-1	
12829	12829	0.0	1.0	1.0	1.0	-1	
12850	12850	0.0	1.0	1.0	1.0	-1	
11192	11192	0.0	1.0	1.0	1.0	-1	
9714	9714	0.0	1.0	1.0	1.0	-1	
666	666	0.0	1.0	1.0	1.0	-1	
10904	10904	0.0	1.0	1.0	1.0	-1	
2339	2339	0.0	1.0	1.0	1.0	-1	
8305	8305	0.0	1.0	1.0	1.0	-1	
3049	3049	0.0	1.0	1.0	1.0	-1	
1157	1157	0.0	1.0	1.0	1.0	-1	
5181	5181	0.0	1.0	1.0	1.0	-1	
13654	13654	0.0	1.0	1.0	1.0	-1	
12929	12929	0.0	1.0	1.0	1.0	-1	
14173	14173	0.0	1.0	1.0	1.0	-1	
13647	13647	0.0	1.0	1.0	1.0	-1	
10809	10809	0.0	1.0	1.0	1.0	-1	
4931	4931	0.0	1.0	1.0	1.0	-1	
7885	7885	0.0	1.0	1.0	1.0	-1	
10344	10344	0.0	1.0	1.0	1.0	-1	
6330	6330	0.0	1.0	1.0	1.0	-1	
11612	11612	0.0	1.0	1.0	1.0	-1	
6517	6517	0.0	1.0	1.0	1.0	-1	
6167	6167	0.0	1.0	1.0	1.0	-1	
5258	5258	0.0	1.0	1.0	1.0	-1	
4874	4874	0.0	1.0	1.0	1.0	-1	
12488	12488	0.0	1.0	1.0	1.0	-1	
3987	3987	0.0	1.0	1.0	1.0	-1	
7042	7042	0.0	1.0	1.0	1.0	-1	
7590	7590	0.0	1.0	1.0	1.0	-1	
8513	8513	0.0	1.0	1.0	1.0	-1	
12914	12914	0.0	1.0	1.0	1.0	-1	
12533	12533	0.0	1.0	1.0	1.0	-1	
11946	11946	0.0	1.0	1.0	1.0	-1	
9800	9800	0.0	1.0	1.0	1.0	-1	
13094	13094	0.0	1.0	1.0	1.0	-1	
7873	7873	0.0	1.0	1.0	1.0	-1	
7085	7085	0.0	1.0	1.0	1.0	-1	
10021	10021	0.0	1.0	1.0	1.0	-1	
9492	9492	0.0	1.0	1.0	1.0	-1	
9912	9912	0.0	1.0	1.0	1.0	-1	
6214	6214	0.0	1.0	1.0	1.0	-1	
357	357	0.0	1.0	1.0	1.0	-1	
5189	5189	0.0	1.0	1.0	1.0	-1	
5926	5926	0.0	1.0	1.0	1.0	-1	
6728	6728	0.0	1.0	1.0	1.0	-1	
11633	11633	0.0	1.0	1.0	1.0	-1	
12517	12517	0.0	1.0	1.0	1.0	-1	
13508	13508	0.0	1.0	1.0	1.0	-1	
9525	9525	0.0	1.0	1.0	1.0	-1	
11739	11739	0.0	1.0	1.0	1.0	-1	
1547	1547	0.0	1.0	1.0	1.0	-1	
1797	1797	0.0	1.0	1.0	1.0	-1	
14162	14162	0.0	1.0	1.0	1.0	-1	
7690	7690	0.0	1.0	1.0	1.0	-1	
10397	10397	0.0	1.0	1.0	1.0	-1	
10605	10605	0.0	1.0	1.0	1.0	-1	
11352	11352	0.0	1.0	1.0	1.0	-1	
4974	4974	0.0	1.0	1.0	1.0	-1	
8714	8714	0.0	1.0	1.0	1.0	-1	
11180	11180	0.0	1.0	1.0	1.0	-1	
9194	9194	0.0	1.0	1.0	1.0	-1	
9924	9924	0.0	1.0	1.0	1.0	-1	
10339	10339	0.0	1.0	1.0	1.0	-1	
13277	13277	0.0	1.0	1.0	1.0	-1	
13306	13306	0.0	1.0	1.0	1.0	-1	
14597	14597	0.0	1.0	1.0	1.0	-1	
2769	2769	0.0	1.0	1.0	1.0	-1	
4676	4676	0.0	1.0	1.0	1.0	-1	
5652	5652	0.0	1.0	1.0	1.0	-1	
4882	4882	0.0	1.0	1.0	1.0	-1	
6342	6342	0.0	1.0	1.0	1.0	-1	
6625	6625	0.0	1.0	1.0	1.0	-1	
7044	7044	0.0	1.0	1.0	1.0	-1	
14721	14721	0.0	1.0	1.0	1.0	-1	
6288	6288	0.0	1.0	1.0	1.0	-1	
7076	7076	0.0	1.0	1.0	1.0	-1	
10533	10533	0.0	1.0	1.0	1.0	-1	
8044	8044	0.0	1.0	1.0	1.0	-1	
9689	9689	0.0	1.0	1.0	1.0	-1	
13714	13714	0.0	1.0	1.0	1.0	-1	
9047	9047	0.0	1.0	1.0	1.0	-1	
804	804	0.0	1.0	1.0	1.0	-1	
3770	3770	0.0	1.0	1.0	1.0	-1	
1264	1264	0.0	1.0	1.0	1.0	-1	
1562	1562	0.0	1.0	1.0	1.0	-1	
14493	14493	0.0	1.0	1.0	1.0	-1	
7621	7621	0.0	1.0	1.0	1.0	-1	
13072	13072	0.0	1.0	1.0	1.0	-1	
10594	10594	0.0	1.0	1.0	1.0	-1	
7925	7925	0.0	1.0	1.0	1.0	-1	
4332	4332	0.0	1.0	1.0	1.0	-1	
9395	9395	0.0	1.0	1.0	1.0	-1	
6199	6199	0.0	1.0	1.0	1.0	-1	
12355	12355	0.0	1.0	1.0	1.0	-1	
9879	9879	0.0	1.0	1.0	1.0	-1	
13431	13431	0.0	1.0	1.0	1.0	-1	
11858	11858	0.0	1.0	1.0	1.0	-1	
1485	1485	0.0	1.0	1.0	1.0	-1	
13092	13092	0.0	1.0	1.0	1.0	-1	
5063	5063	0.0	1.0	1.0	1.0	-1	
5770	5770	0.0	1.0	1.0	1.0	-1	
9667	9667	0.0	1.0	1.0	1.0	-1	
10518	10518	0.0	1.0	1.0	1.0	-1	
5489	5489	0.0	1.0	1.0	1.0	-1	
4037	4037	0.0	1.0	1.0	1.0	-1	
7046	7046	0.0	1.0	1.0	1.0	-1	
7890	7890	0.0	1.0	1.0	1.0	-1	
13546	13546	0.0	1.0	1.0	1.0	-1	
12837	12837	0.0	1.0	1.0	1.0	-1	
11628	11628	0.0	1.0	1.0	1.0	-1	
12124	12124	0.0	1.0	1.0	1.0	-1	
1116	1116	0.0	1.0	1.0	1.0	-1	
12130	12130	0.0	1.0	1.0	1.0	-1	
14437	14437	0.0	1.0	1.0	1.0	-1	
13717	13717	0.0	1.0	1.0	1.0	-1	
8604	8604	0.0	1.0	1.0	1.0	-1	
6070	6070	0.0	1.0	1.0	1.0	-1	
1549	1549	0.0	1.0	1.0	1.0	-1	
4377	4377	0.0	1.0	1.0	1.0	-1	
8246	8246	0.0	1.0	1.0	1.0	-1	
5176	5176	0.0	1.0	1.0	1.0	-1	
13058	13058	0.0	1.0	1.0	1.0	-1	
9830	9830	0.0	1.0	1.0	1.0	-1	
14097	14097	0.0	1.0	1.0	1.0	-1	
12970	12970	0.0	1.0	1.0	1.0	-1	
14026	14026	0.0	1.0	1.0	1.0	-1	
9702	9702	0.0	1.0	1.0	1.0	-1	
9840	9840	0.0	1.0	1.0	1.0	-1	
11120	11120	0.0	1.0	1.0	1.0	-1	
12145	12145	0.0	1.0	1.0	1.0	-1	
8475	8475	0.0	1.0	1.0	1.0	-1	
5142	5142	0.0	1.0	1.0	1.0	-1	
13442	13442	0.0	1.0	1.0	1.0	-1	
7185	7185	0.0	1.0	1.0	1.0	-1	
6854	6854	0.0	1.0	1.0	1.0	-1	
11217	11217	0.0	1.0	1.0	1.0	-1	
13826	13826	0.0	1.0	1.0	1.0	-1	
8523	8523	0.0	1.0	1.0	1.0	-1	
11127	11127	0.0	1.0	1.0	1.0	-1	
12374	12374	0.0	1.0	1.0	1.0	-1	
728	728	0.0	1.0	1.0	1.0	-1	
6685	6685	0.0	1.0	1.0	1.0	-1	
1122	1122	0.0	1.0	1.0	1.0	-1	
5822	5822	0.0	1.0	1.0	1.0	-1	
4441	4441	0.0	1.0	1.0	1.0	-1	
6594	6594	0.0	1.0	1.0	1.0	-1	
7467	7467	0.0	1.0	1.0	1.0	-1	
13786	13786	0.0	1.0	1.0	1.0	-1	
14036	14036	0.0	1.0	1.0	1.0	-1	
